
 123,118,134,129,215,180,123,129,215,118,134,180,  123,118,134,129,215,180,123,118,134,129,215,180,2.022083e+002,2.182302e+002,2.213075e+002,8.679583e-001,8.658763e-002,5.254154e-001,1.207381e+002,1.996022e+002,1.317143e+002
 130,102,152,126,235,19,130,126,235,102,152,19,  130,102,152,126,235,19,130,102,152,126,235,19,9.568457e+001,1.350151e+002,1.565906e+002,6.141439e-001,3.998861e-001,5.579254e-001,1.092544e+002,1.239714e+002,1.434172e+002
 133,86,171,128,201,16,133,128,201,86,171,16,  133,86,171,128,201,16,133,86,171,128,201,16,1.053813e+002,1.538337e+002,1.948455e+002,7.641075e-001,4.676491e-001,5.764677e-001,1.038152e+002,1.396951e+002,1.531870e+002
 139,94,169,89,210,16,139,89,210,94,169,16,  139,94,169,89,210,16,139,94,169,89,210,16,9.930396e+001,1.248923e+002,1.282034e+002,5.570849e-001,3.905491e-001,4.568546e-001,1.165466e+002,1.170168e+002,1.332273e+002
 132,92,173,94,234,41,132,94,234,92,173,41,  132,92,173,94,234,41,132,92,173,94,234,41,1.489333e+002,1.974458e+002,2.328438e+002,9.286640e-001,3.870805e-001,5.530795e-001,1.041929e+002,1.765728e+002,1.507197e+002
 130,101,149,130,154,18,130,130,154,101,149,18,  130,101,149,130,154,18,130,101,149,130,154,18,7.810864e+001,1.136311e+002,1.325979e+002,5.199918e-001,4.377227e-001,5.591039e-001,1.110364e+002,1.063149e+002,1.415886e+002
 132,102,148,123,235,19,132,123,235,102,148,19,  132,102,148,123,235,19,132,102,148,123,235,19,1.236089e+002,1.508765e+002,1.648826e+002,6.471613e-001,3.078254e-001,4.783614e-001,1.150044e+002,1.399275e+002,1.381555e+002
 132,105,153,118,235,28,132,118,235,105,153,28,  132,105,153,118,235,28,132,105,153,118,235,28,1.435320e+002,1.613108e+002,1.676653e+002,6.629950e-001,1.771346e-001,4.619333e-001,1.197229e+002,1.505969e+002,1.333816e+002
 123,118,134,129,215,180,123,129,215,118,134,180,  123,118,134,129,215,180,123,118,134,129,215,180,2.022083e+002,2.182302e+002,2.213075e+002,8.679583e-001,8.658763e-002,5.254154e-001,1.207381e+002,1.996022e+002,1.317143e+002
 130,102,152,126,235,19,130,126,235,102,152,19,  130,102,152,126,235,19,130,102,152,126,235,19,9.568457e+001,1.350151e+002,1.565906e+002,6.141439e-001,3.998861e-001,5.579254e-001,1.092544e+002,1.239714e+002,1.434172e+002
 133,86,171,128,201,16,133,128,201,86,171,16,  133,86,171,128,201,16,133,86,171,128,201,16,1.053813e+002,1.538337e+002,1.948455e+002,7.641075e-001,4.676491e-001,5.764677e-001,1.038152e+002,1.396951e+002,1.531870e+002
 139,94,169,89,210,16,139,89,210,94,169,16,  139,94,169,89,210,16,139,94,169,89,210,16,9.930396e+001,1.248923e+002,1.282034e+002,5.570849e-001,3.905491e-001,4.568546e-001,1.165466e+002,1.170168e+002,1.332273e+002
 132,92,173,94,234,41,132,94,234,92,173,41,  132,92,173,94,234,41,132,92,173,94,234,41,1.489333e+002,1.974458e+002,2.328438e+002,9.286640e-001,3.870805e-001,5.530795e-001,1.041929e+002,1.765728e+002,1.507197e+002
 130,101,149,130,154,18,130,130,154,101,149,18,  130,101,149,130,154,18,130,101,149,130,154,18,7.810864e+001,1.136311e+002,1.325979e+002,5.199918e-001,4.377227e-001,5.591039e-001,1.110364e+002,1.063149e+002,1.415886e+002
 132,102,148,123,235,19,132,123,235,102,148,19,  132,102,148,123,235,19,132,102,148,123,235,19,1.236089e+002,1.508765e+002,1.648826e+002,6.471613e-001,3.078254e-001,4.783614e-001,1.150044e+002,1.399275e+002,1.381555e+002
 132,105,153,118,235,28,132,118,235,105,153,28,  132,105,153,118,235,28,132,105,153,118,235,28,1.435320e+002,1.613108e+002,1.676653e+002,6.629950e-001,1.771346e-001,4.619333e-001,1.197229e+002,1.505969e+002,1.333816e+002
 123,118,134,129,215,180,123,129,215,118,134,180,  123,118,134,129,215,180,123,118,134,129,215,180,2.022083e+002,2.182302e+002,2.213075e+002,8.679583e-001,8.658763e-002,5.254154e-001,1.207381e+002,1.996022e+002,1.317143e+002
 130,102,152,126,235,19,130,126,235,102,152,19,  130,102,152,126,235,19,130,102,152,126,235,19,9.568457e+001,1.350151e+002,1.565906e+002,6.141439e-001,3.998861e-001,5.579254e-001,1.092544e+002,1.239714e+002,1.434172e+002
 133,86,171,128,201,16,133,128,201,86,171,16,  133,86,171,128,201,16,133,86,171,128,201,16,1.053813e+002,1.538337e+002,1.948455e+002,7.641075e-001,4.676491e-001,5.764677e-001,1.038152e+002,1.396951e+002,1.531870e+002
 139,94,169,89,210,16,139,89,210,94,169,16,  139,94,169,89,210,16,139,94,169,89,210,16,9.930396e+001,1.248923e+002,1.282034e+002,5.570849e-001,3.905491e-001,4.568546e-001,1.165466e+002,1.170168e+002,1.332273e+002
 132,92,173,94,234,41,132,94,234,92,173,41,  132,92,173,94,234,41,132,92,173,94,234,41,1.489333e+002,1.974458e+002,2.328438e+002,9.286640e-001,3.870805e-001,5.530795e-001,1.041929e+002,1.765728e+002,1.507197e+002
 130,101,149,130,154,18,130,130,154,101,149,18,  130,101,149,130,154,18,130,101,149,130,154,18,7.810864e+001,1.136311e+002,1.325979e+002,5.199918e-001,4.377227e-001,5.591039e-001,1.110364e+002,1.063149e+002,1.415886e+002
 132,102,148,123,235,19,132,123,235,102,148,19,  132,102,148,123,235,19,132,102,148,123,235,19,1.236089e+002,1.508765e+002,1.648826e+002,6.471613e-001,3.078254e-001,4.783614e-001,1.150044e+002,1.399275e+002,1.381555e+002
 132,105,153,118,235,28,132,118,235,105,153,28,  132,105,153,118,235,28,132,105,153,118,235,28,1.435320e+002,1.613108e+002,1.676653e+002,6.629950e-001,1.771346e-001,4.619333e-001,1.197229e+002,1.505969e+002,1.333816e+002
 130,102,152,126,235,19,130,126,235,102,152,19,  130,102,152,126,235,19,130,102,152,126,235,19,9.568457e+001,1.350151e+002,1.565906e+002,6.141439e-001,3.998861e-001,5.579254e-001,1.092544e+002,1.239714e+002,1.434172e+002
 139,94,169,89,210,16,139,89,210,94,169,16,  139,94,169,89,210,16,139,94,169,89,210,16,9.930396e+001,1.248923e+002,1.282034e+002,5.570849e-001,3.905491e-001,4.568546e-001,1.165466e+002,1.170168e+002,1.332273e+002
 132,92,173,94,234,41,132,94,234,92,173,41,  132,92,173,94,234,41,132,92,173,94,234,41,1.489333e+002,1.974458e+002,2.328438e+002,9.286640e-001,3.870805e-001,5.530795e-001,1.041929e+002,1.765728e+002,1.507197e+002
 130,101,149,130,154,18,130,130,154,101,149,18,  130,101,149,130,154,18,130,101,149,130,154,18,7.810864e+001,1.136311e+002,1.325979e+002,5.199918e-001,4.377227e-001,5.591039e-001,1.110364e+002,1.063149e+002,1.415886e+002
 132,105,153,118,235,28,132,118,235,105,153,28,  132,105,153,118,235,28,132,105,153,118,235,28,1.435320e+002,1.613108e+002,1.676653e+002,6.629950e-001,1.771346e-001,4.619333e-001,1.197229e+002,1.505969e+002,1.333816e+002
 130,102,152,126,235,19,130,126,235,102,152,19,  130,102,152,126,235,19,130,102,152,126,235,19,9.568457e+001,1.350151e+002,1.565906e+002,6.141439e-001,3.998861e-001,5.579254e-001,1.092544e+002,1.239714e+002,1.434172e+002
 139,94,169,89,210,16,139,89,210,94,169,16,  139,94,169,89,210,16,139,94,169,89,210,16,9.930396e+001,1.248923e+002,1.282034e+002,5.570849e-001,3.905491e-001,4.568546e-001,1.165466e+002,1.170168e+002,1.332273e+002
 132,92,173,94,234,41,132,94,234,92,173,41,  132,92,173,94,234,41,132,92,173,94,234,41,1.489333e+002,1.974458e+002,2.328438e+002,9.286640e-001,3.870805e-001,5.530795e-001,1.041929e+002,1.765728e+002,1.507197e+002
 130,101,149,130,154,18,130,130,154,101,149,18,  130,101,149,130,154,18,130,101,149,130,154,18,7.810864e+001,1.136311e+002,1.325979e+002,5.199918e-001,4.377227e-001,5.591039e-001,1.110364e+002,1.063149e+002,1.415886e+002
 132,105,153,118,235,28,132,118,235,105,153,28,  132,105,153,118,235,28,132,105,153,118,235,28,1.435320e+002,1.613108e+002,1.676653e+002,6.629950e-001,1.771346e-001,4.619333e-001,1.197229e+002,1.505969e+002,1.333816e+002
