
 123,118,134,129,215,180,123,129,215,118,134,180,  123,118,134,129,215,180,123,118,134,129,215,180,2.022083e+002,2.182302e+002,2.213075e+002,8.679583e-001,8.658763e-002,5.254154e-001,1.207381e+002,1.996022e+002,1.317143e+002
 117,110,137,132,229,69,117,132,229,110,137,69,  117,110,137,132,229,69,117,110,137,132,229,69,1.682905e+002,2.027234e+002,2.056238e+002,8.063793e-001,1.851291e-001,5.128460e-001,1.126196e+002,1.815491e+002,1.344143e+002
 129,105,142,125,235,161,129,125,235,105,142,161,  129,105,142,125,235,161,129,105,142,125,235,161,1.671475e+002,1.997427e+002,2.045833e+002,8.024452e-001,1.853588e-001,5.194372e-001,1.132734e+002,1.796851e+002,1.349421e+002
 137,98,138,123,179,84,137,123,179,98,138,84,  137,98,138,123,179,84,137,98,138,123,179,84,1.541089e+002,1.851145e+002,1.866477e+002,7.333400e-001,1.750100e-001,5.071742e-001,1.142290e+002,1.671650e+002,1.330413e+002
 133,91,177,93,235,33,133,93,235,91,177,33,  133,91,177,93,235,33,133,91,177,93,235,33,1.461848e+002,1.913237e+002,2.195710e+002,8.871151e-001,3.733967e-001,5.229187e-001,1.061809e+002,1.714895e+002,1.470918e+002
 132,99,151,123,235,24,132,123,235,99,151,24,  132,99,151,123,235,24,132,99,151,123,235,24,1.794758e+002,2.030264e+002,2.176548e+002,8.540221e-001,1.915866e-001,5.458126e-001,1.166794e+002,1.857407e+002,1.378042e+002
 123,118,134,129,215,180,123,129,215,118,134,180,  123,118,134,129,215,180,123,118,134,129,215,180,2.022083e+002,2.182302e+002,2.213075e+002,8.679583e-001,8.658763e-002,5.254154e-001,1.207381e+002,1.996022e+002,1.317143e+002
 117,110,137,132,229,69,117,132,229,110,137,69,  117,110,137,132,229,69,117,110,137,132,229,69,1.682905e+002,2.027234e+002,2.056238e+002,8.063793e-001,1.851291e-001,5.128460e-001,1.126196e+002,1.815491e+002,1.344143e+002
 129,105,142,125,235,161,129,125,235,105,142,161,  129,105,142,125,235,161,129,105,142,125,235,161,1.671475e+002,1.997427e+002,2.045833e+002,8.024452e-001,1.853588e-001,5.194372e-001,1.132734e+002,1.796851e+002,1.349421e+002
 137,98,138,123,179,84,137,123,179,98,138,84,  137,98,138,123,179,84,137,98,138,123,179,84,1.541089e+002,1.851145e+002,1.866477e+002,7.333400e-001,1.750100e-001,5.071742e-001,1.142290e+002,1.671650e+002,1.330413e+002
 133,91,177,93,235,33,133,93,235,91,177,33,  133,91,177,93,235,33,133,91,177,93,235,33,1.461848e+002,1.913237e+002,2.195710e+002,8.871151e-001,3.733967e-001,5.229187e-001,1.061809e+002,1.714895e+002,1.470918e+002
 132,99,151,123,235,24,132,123,235,99,151,24,  132,99,151,123,235,24,132,99,151,123,235,24,1.794758e+002,2.030264e+002,2.176548e+002,8.540221e-001,1.915866e-001,5.458126e-001,1.166794e+002,1.857407e+002,1.378042e+002
 117,110,137,132,229,69,117,132,229,110,137,69,  117,110,137,132,229,69,117,110,137,132,229,69,1.682905e+002,2.027234e+002,2.056238e+002,8.063793e-001,1.851291e-001,5.128460e-001,1.126196e+002,1.815491e+002,1.344143e+002
 129,105,142,125,235,161,129,125,235,105,142,161,  129,105,142,125,235,161,129,105,142,125,235,161,1.671475e+002,1.997427e+002,2.045833e+002,8.024452e-001,1.853588e-001,5.194372e-001,1.132734e+002,1.796851e+002,1.349421e+002
 137,98,138,123,179,84,137,123,179,98,138,84,  137,98,138,123,179,84,137,98,138,123,179,84,1.541089e+002,1.851145e+002,1.866477e+002,7.333400e-001,1.750100e-001,5.071742e-001,1.142290e+002,1.671650e+002,1.330413e+002
 133,91,177,93,235,33,133,93,235,91,177,33,  133,91,177,93,235,33,133,91,177,93,235,33,1.461848e+002,1.913237e+002,2.195710e+002,8.871151e-001,3.733967e-001,5.229187e-001,1.061809e+002,1.714895e+002,1.470918e+002
 132,99,151,123,235,24,132,123,235,99,151,24,  132,99,151,123,235,24,132,99,151,123,235,24,1.794758e+002,2.030264e+002,2.176548e+002,8.540221e-001,1.915866e-001,5.458126e-001,1.166794e+002,1.857407e+002,1.378042e+002
 117,110,137,132,229,69,117,132,229,110,137,69,  117,110,137,132,229,69,117,110,137,132,229,69,1.682905e+002,2.027234e+002,2.056238e+002,8.063793e-001,1.851291e-001,5.128460e-001,1.126196e+002,1.815491e+002,1.344143e+002
 129,105,142,125,235,161,129,125,235,105,142,161,  129,105,142,125,235,161,129,105,142,125,235,161,1.671475e+002,1.997427e+002,2.045833e+002,8.024452e-001,1.853588e-001,5.194372e-001,1.132734e+002,1.796851e+002,1.349421e+002
 137,98,138,123,179,84,137,123,179,98,138,84,  137,98,138,123,179,84,137,98,138,123,179,84,1.541089e+002,1.851145e+002,1.866477e+002,7.333400e-001,1.750100e-001,5.071742e-001,1.142290e+002,1.671650e+002,1.330413e+002
 133,91,177,93,235,33,133,93,235,91,177,33,  133,91,177,93,235,33,133,91,177,93,235,33,1.461848e+002,1.913237e+002,2.195710e+002,8.871151e-001,3.733967e-001,5.229187e-001,1.061809e+002,1.714895e+002,1.470918e+002
 132,99,151,123,235,24,132,123,235,99,151,24,  132,99,151,123,235,24,132,99,151,123,235,24,1.794758e+002,2.030264e+002,2.176548e+002,8.540221e-001,1.915866e-001,5.458126e-001,1.166794e+002,1.857407e+002,1.378042e+002
