
 1 15.926471,10.448529,0.514992,0.514992,1992.235149,136.021821,1.492647,0.398465 ,1.119431,0.813419,0.791029,0.573529,22.665456,6.477941,62.441125,0.977902,10.448529,0.518212,-0.203264,0.480155,0.900490,0.907535
 2 4.519886,5.846591,0.350267,0.350267,1181.478904,102.738132,0.835227,0.711297 ,0.618858,0.895597,0.883068,0.838068,7.478982,3.431818,20.533445,0.536186,5.846591,0.365564,-0.123729,0.281296,0.944318,0.948260
 3 4.757353,10.088235,0.143663,0.143663,917.987751,84.988583,1.441176,0.596156 ,0.799892,0.819853,0.798235,0.757353,9.509091,3.955882,24.349178,0.657317,10.088235,0.508450,-0.021539,0.132484,0.903922,0.910724
 1 54.339718,6.730091,0.236447,0.236447,926.274778,-84.385636,0.961442,0.701638 ,0.629683,0.879820,0.865398,0.831401,57.437311,14.601058,208.766524,0.534486,6.730091,0.400121,-0.061742,0.198726,0.935904,0.940442
 1 3.198068,7.929952,0.083170,0.083170,595.834524,60.845593,1.132850,0.687846 ,0.637596,0.858394,0.841401,0.821256,7.186461,3.369565,17.457314,0.525438,7.929952,0.442701,-0.009127,0.076669,0.924477,0.929823
 2 3.350000,6.212500,0.198640,0.198640,764.804387,71.604035,0.887500,0.731076 ,0.575221,0.889062,0.875750,0.850000,6.387614,3.212500,16.718834,0.487341,6.212500,0.380230,-0.047446,0.166236,0.940833,0.945022
 3 5.267544,4.728070,0.487745,0.487745,1497.779300,125.643315,0.675439,0.724454 ,0.596902,0.915570,0.905439,0.846491,7.577547,3.473684,22.396929,0.530019,4.728070,0.317304,-0.226125,0.375721,0.954971,0.958159
 1 3.081081,6.939459,0.118814,0.118814,618.018089,61.568135,0.991351,0.717760 ,0.590617,0.876081,0.861211,0.841081,6.670210,3.233514,16.321026,0.492555,6.939459,0.407896,-0.018297,0.105250,0.933910,0.938589
 2 9.000000,6.125000,0.568402,0.568402,2087.875859,174.270689,0.875000,0.601120 ,0.800113,0.890625,0.877500,0.761905,11.806234,4.458333,36.271204,0.713612,6.125000,0.376770,-0.275184,0.477067,0.941667,0.945796
 3 15.466667,5.716667,0.708139,0.708139,2457.578565,192.165750,0.816667,0.498333 ,0.932002,0.897917,0.885667,0.666667,17.710661,5.850000,58.337542,0.852330,5.716667,0.360231,-0.409323,0.621394,0.945556,0.949410
 1 31.701210,8.456452,0.650726,0.650726,2013.070870,-54.466342,1.208065,0.363138 ,1.145871,0.848992,0.830871,0.468145,35.903722,9.762097,116.276995,1.026295,8.456452,0.459955,-0.332339,0.605688,0.919462,0.925164
 2 13.621212,21.530303,0.059028,0.059028,1212.940200,48.514595,3.075758,0.286961 ,1.317215,0.615530,0.569394,0.409091,24.749771,7.196970,62.461349,1.012912,21.530303,0.685783,-0.002614,0.058840,0.794949,0.809466
