
 1 50.733871,6.495464,0.504388,0.504388,1869.947013,-157.232853,0.927923,0.617544 ,0.778052,0.884010,0.870091,0.774698,53.766633,13.773690,190.999640,0.686168,6.495464,0.391225,-0.223807,0.421959,0.938138,0.942518
 1 50.733871,6.495464,0.504388,0.504388,1869.947013,-157.232853,0.927923,0.617544 ,0.778052,0.884010,0.870091,0.774698,53.766633,13.773690,190.999640,0.686168,6.495464,0.391225,-0.223807,0.421959,0.938138,0.942518
 1 50.733871,6.495464,0.504388,0.504388,1869.947013,-157.232853,0.927923,0.617544 ,0.778052,0.884010,0.870091,0.774698,53.766633,13.773690,190.999640,0.686168,6.495464,0.391225,-0.223807,0.421959,0.938138,0.942518
 1 4.758197,26.307377,-0.364856,-0.364856,151.682473,-6.291394,3.758197,0.360488 ,1.059037,0.530225,0.473852,0.463115,19.751909,5.758197,37.865658,0.690424,26.307377,0.690424,-0.163154,0.424893,0.749454,0.767191
 2 2.067797,7.474576,-0.082542,-0.082542,190.011583,30.813033,1.067797,0.729827 ,0.532778,0.866525,0.850508,0.847458,5.634615,3.067797,13.307698,0.427094,7.474576,0.427094,-0.022960,0.111903,0.928814,0.933853
 1 15.926471,10.448529,0.514992,0.514992,1992.235149,136.021821,1.492647,0.398465 ,1.119431,0.813419,0.791029,0.573529,22.665456,6.477941,62.441125,0.977902,10.448529,0.518212,-0.203264,0.480155,0.900490,0.907535
 2 4.519886,5.846591,0.350267,0.350267,1181.478904,102.738132,0.835227,0.711297 ,0.618858,0.895597,0.883068,0.838068,7.478982,3.431818,20.533445,0.536186,5.846591,0.365564,-0.123729,0.281296,0.944318,0.948260
 3 4.757353,10.088235,0.143663,0.143663,917.987751,84.988583,1.441176,0.596156 ,0.799892,0.819853,0.798235,0.757353,9.509091,3.955882,24.349178,0.657317,10.088235,0.508450,-0.021539,0.132484,0.903922,0.910724
 1 3.198068,7.929952,0.083170,0.083170,595.834524,60.845593,1.132850,0.687846 ,0.637596,0.858394,0.841401,0.821256,7.186461,3.369565,17.457314,0.525438,7.929952,0.442701,-0.009127,0.076669,0.924477,0.929823
 2 3.350000,6.212500,0.198640,0.198640,764.804387,71.604035,0.887500,0.731076 ,0.575221,0.889062,0.875750,0.850000,6.387614,3.212500,16.718834,0.487341,6.212500,0.380230,-0.047446,0.166236,0.940833,0.945022
 3 5.267544,4.728070,0.487745,0.487745,1497.779300,125.643315,0.675439,0.724454 ,0.596902,0.915570,0.905439,0.846491,7.577547,3.473684,22.396929,0.530019,4.728070,0.317304,-0.226125,0.375721,0.954971,0.958159
 1 3.081081,6.939459,0.118814,0.118814,618.018089,61.568135,0.991351,0.717760 ,0.590617,0.876081,0.861211,0.841081,6.670210,3.233514,16.321026,0.492555,6.939459,0.407896,-0.018297,0.105250,0.933910,0.938589
 2 9.000000,6.125000,0.568402,0.568402,2087.875859,174.270689,0.875000,0.601120 ,0.800113,0.890625,0.877500,0.761905,11.806234,4.458333,36.271204,0.713612,6.125000,0.376770,-0.275184,0.477067,0.941667,0.945796
 3 15.466667,5.716667,0.708139,0.708139,2457.578565,192.165750,0.816667,0.498333 ,0.932002,0.897917,0.885667,0.666667,17.710661,5.850000,58.337542,0.852330,5.716667,0.360231,-0.409323,0.621394,0.945556,0.949410
 1 12.908642,8.227160,0.557382,0.557382,2153.394055,170.799387,1.175309,0.481018 ,0.990653,0.853086,0.835457,0.661728,16.780568,5.560494,50.902624,0.874345,8.227160,0.452543,-0.251689,0.499308,0.921646,0.927193
 2 13.687500,10.535000,0.482697,0.482697,1953.729643,145.307148,1.505000,0.426125 ,1.077540,0.811875,0.789300,0.607500,16.664307,5.990000,54.906194,0.940119,10.535000,0.520506,-0.178130,0.447379,0.899667,0.906770
 3 15.826087,18.869565,0.203048,0.203048,1416.918486,58.259719,2.695652,0.295860 ,1.299179,0.663043,0.622609,0.422360,21.636114,7.391304,67.770931,1.048718,18.869565,0.666503,-0.030012,0.200874,0.820290,0.833013
 1 51.668851,6.371976,0.476022,0.476022,1736.679807,-146.683275,0.910282,0.638691 ,0.744041,0.886215,0.872560,0.789819,54.636837,13.967742,195.207860,0.653903,6.371976,0.386463,-0.203769,0.394122,0.939315,0.943611
 1 6.591716,10.437870,0.257243,0.257243,1296.788016,112.227901,1.491124,0.549175 ,0.884827,0.813609,0.791243,0.721893,13.228055,4.402367,30.818686,0.742478,10.437870,0.517928,-0.056793,0.233541,0.900592,0.907629
 2 5.782991,15.375367,0.011920,0.011920,791.067720,68.122588,2.196481,0.467187 ,0.994895,0.725440,0.692493,0.645161,13.672532,4.771261,31.692366,0.777520,15.375367,0.622094,-0.000140,0.011866,0.853568,0.863935
 3 5.633603,11.010121,0.168532,0.168532,1057.914912,94.475538,1.572874,0.555828 ,0.869691,0.803391,0.779798,0.726721,10.627648,4.253036,27.978234,0.714390,11.010121,0.532788,-0.027299,0.156254,0.895142,0.902565
 4 7.125000,18.757813,-0.031586,-0.031586,819.065168,58.492227,2.679688,0.392700 ,1.115417,0.665039,0.624844,0.562500,16.664307,5.445313,38.721892,0.850151,18.757813,0.665424,-0.000901,0.031824,0.821354,0.834002
 1 13.016667,6.941667,0.618134,0.618134,2293.388479,184.505020,0.991667,0.507639 ,0.940021,0.876042,0.861167,0.683333,16.141130,5.441667,50.552884,0.842070,6.941667,0.407977,-0.311750,0.543825,0.933889,0.938569
 2 8.437500,11.971591,0.272099,0.272099,1455.520796,119.755833,1.710227,0.480178 ,1.002491,0.786222,0.760568,0.664773,13.810613,4.982955,38.107757,0.833738,11.971591,0.556007,-0.062511,0.252956,0.885985,0.894057
 3 1.762759,4.731034,-0.023020,-0.023020,195.996380,27.143511,0.675862,0.818391 ,0.394687,0.915517,0.905379,0.902069,4.086408,2.695172,10.122746,0.327762,4.731034,0.317440,-0.001573,0.024920,0.954943,0.958132
 4 18.062500,9.187500,0.584416,0.584416,2087.282913,133.146973,1.312500,0.396484 ,1.114052,0.835938,0.816250,0.562500,22.550049,6.812500,68.997748,0.984087,9.187500,0.482578,-0.268739,0.540732,0.912500,0.918695
 1 37.611111,14.777778,0.323170,0.323170,1570.293096,-106.207133,2.111111,0.379472 ,1.146145,0.736111,0.704444,0.547619,40.082709,11.777778,143.172650,0.976552,14.777778,0.612203,-0.077057,0.311561,0.859259,0.869223
 2 34.714286,18.500000,0.196310,0.196310,1283.750855,-75.203866,2.642857,0.354181 ,1.177927,0.669643,0.630000,0.493197,37.057536,11.547619,135.666962,0.980816,18.500000,0.662852,-0.028017,0.193622,0.823810,0.836283
 1 51.969534,7.464158,0.334050,0.334050,1329.856663,-115.701953,1.066308,0.642134 ,0.737405,0.866711,0.850717,0.792115,55.488707,14.155914,197.853569,0.631818,7.464158,0.426729,-0.107425,0.283469,0.928913,0.933946
 1 23.300000,17.500000,0.366170,0.366170,1543.429700,4.548000,2.500000,0.300000 ,1.254217,0.687500,0.650000,0.328571,39.534619,8.900000,92.373806,1.097192,17.500000,0.651757,-0.108409,0.366890,0.833333,0.845133
 2 6.157895,36.105263,-0.582897,-0.582897,194.738914,-31.504593,5.157895,0.341336 ,1.086238,0.355263,0.277895,0.385965,22.997503,7.157895,52.818325,0.576334,36.105263,0.576334,-0.342863,0.605822,0.656140,0.680484
 3 6.965909,13.363636,0.150610,0.150610,1134.794036,95.547708,1.909091,0.480860 ,0.992136,0.761364,0.732727,0.662879,13.097190,4.810606,34.142107,0.803517,13.363636,0.585953,-0.020339,0.143531,0.872727,0.881738
 4 6.105413,18.148148,-0.061385,-0.061385,691.986844,53.600866,2.592593,0.418122 ,1.064124,0.675926,0.637037,0.589744,15.635839,5.150997,34.900413,0.807797,18.148148,0.659153,-0.003607,0.062563,0.827160,0.839397
 1 53.313262,7.040015,0.287730,0.287730,1121.537881,-99.496847,1.005716,0.675361 ,0.678328,0.874285,0.859200,0.814405,56.835693,14.407393,203.946653,0.578924,7.040015,0.411577,-0.083342,0.241874,0.932952,0.937699
 2 34.100000,17.500000,0.200411,0.200411,1422.517700,-80.316000,2.500000,0.324796 ,1.255689,0.687500,0.650000,0.485714,43.570557,11.300000,132.108899,1.009281,17.500000,0.651757,-0.030425,0.196549,0.833333,0.845133
 3 53.554688,6.920072,0.284962,0.284962,1095.813020,-97.429993,0.988582,0.681664 ,0.666788,0.876427,0.861599,0.818510,56.317608,14.447716,205.001686,0.569699,6.920072,0.407183,-0.080644,0.238691,0.934095,0.938760
